id,age,gender,study_hours,attendance,internet_access,sleep_hours,Score,course_1,course_2,course_3,course_4,course_5,course_6,sleep_quality_1,sleep_quality_2,study_method_1,study_method_2,study_method_3,study_method_4,facility_rating_1,facility_rating_2,exam_difficulty_1,exam_difficulty_2
6373,24,0,6.0,83.9,0,9.2,70.0,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False
6374,22,1,1.0,90.2,1,9.0,56.7,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False
6375,18,2,4.77,46.3,1,9.2,65.2,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True
6376,23,1,4.74,72.9,1,9.1,61.2,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True
6377,18,0,5.05,95.5,1,9.0,84.5,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True
6378,18,1,7.53,57.0,1,6.8,83.1,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,True
6379,21,2,4.82,77.7,0,6.1,86.1,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False
6380,19,2,6.96,56.9,0,9.7,86.8,False,False,False,False,False,True,False,False,True,False,False,False,False,True,True,False
6381,19,2,2.87,88.2,1,8.6,77.5,False,False,False,False,False,True,True,False,False,False,False,True,False,True,False,True
6382,18,1,0.46,84.6,1,4.1,37.7,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True
6383,21,1,3.0,97.0,1,4.9,59.5,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False
6384,17,2,4.26,81.9,1,8.1,74.3,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False
6385,18,2,6.67,69.3,1,8.6,73.0,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,True
6386,21,1,5.05,72.5,1,4.7,83.6,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
6387,20,1,3.54,86.8,1,7.4,51.8,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,True
6388,22,0,3.69,84.3,1,7.4,71.0,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True
6389,18,0,7.91,47.1,0,6.4,61.9,False,False,False,False,False,True,True,False,False,False,False,True,True,False,False,True
6390,22,0,1.13,57.9,1,7.3,33.5,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True
6391,23,2,1.64,80.9,1,4.3,35.2,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False
6392,20,0,5.0,46.1,1,6.5,56.9,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False,True
6393,19,2,5.61,79.6,0,5.0,95.5,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True
6394,21,2,3.16,91.8,1,7.7,51.2,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
6395,21,0,0.26,62.1,1,7.3,39.4,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True
6396,17,2,4.18,53.1,1,4.1,58.6,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
6397,21,0,1.15,91.2,1,9.8,56.7,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True
6398,18,1,0.45,68.9,1,6.4,55.2,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True
6399,21,1,2.76,89.9,1,5.3,54.8,False,False,False,False,False,True,False,True,True,False,False,False,True,False,False,True
6400,24,0,1.09,44.7,1,7.0,35.0,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False
6401,21,2,3.51,52.7,0,7.7,50.9,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True
6402,23,2,6.09,40.6,1,9.7,71.7,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True
6403,19,1,0.38,66.9,1,9.7,67.8,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,True
6404,24,1,4.0,92.9,1,8.3,74.1,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True
6405,23,0,3.98,78.7,1,8.5,87.7,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,True
6406,24,0,0.08,41.1,1,6.1,38.2,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True
6407,22,2,5.91,41.5,0,5.9,60.6,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True
6408,22,1,0.72,83.2,1,6.1,28.2,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False
6409,21,2,7.46,45.6,1,6.3,63.2,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True
6410,24,0,5.11,53.2,1,7.6,62.6,False,False,False,False,True,False,True,False,False,False,False,True,True,False,False,False
6411,23,0,2.3,81.9,1,7.1,57.8,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True
6412,20,0,7.4,54.9,1,6.1,80.5,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True
6413,17,2,3.2,69.4,1,8.6,73.5,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
6414,17,0,2.08,63.7,1,9.9,26.0,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True
6415,18,0,3.08,60.6,1,7.2,46.9,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False
6416,17,2,4.89,55.2,0,6.1,65.2,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
6417,18,1,5.79,64.5,0,8.5,69.1,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False
6418,17,0,5.29,51.0,1,5.1,66.1,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
6419,24,2,7.37,97.3,1,7.6,99.3,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
6420,17,2,7.65,59.0,1,5.7,71.8,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True
6421,22,1,1.58,83.7,1,5.1,64.3,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True
6422,19,2,7.3,57.6,1,7.2,61.0,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True
6423,18,2,0.85,55.7,1,4.7,37.0,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True
6424,22,0,7.66,69.0,0,7.2,86.7,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True
6425,24,2,2.07,84.0,1,9.2,60.7,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False
6426,23,0,2.13,40.6,1,8.4,38.9,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,True
6427,24,0,3.37,50.3,0,7.8,56.1,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True
6428,21,0,1.45,86.5,1,4.4,49.9,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True
6429,22,1,6.62,61.2,0,4.5,64.6,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
6430,18,2,1.0,91.3,0,8.9,51.9,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True
6431,23,1,3.51,48.0,1,8.7,60.0,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False
6432,22,1,7.26,88.8,1,4.9,100.0,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False
6433,19,2,5.08,77.3,1,6.9,73.8,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
6434,19,2,4.86,50.1,1,9.8,89.4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
6435,21,0,7.91,40.7,1,8.8,100.0,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False
6436,17,0,0.18,92.9,1,6.7,23.4,False,False,False,False,False,True,False,True,True,False,False,False,True,False,False,False
6437,23,0,2.56,57.3,1,6.5,45.5,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True
6438,19,0,1.0,54.5,1,6.9,19.599,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False,True
6439,17,0,1.48,51.0,1,4.2,48.1,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False
6440,19,0,1.73,61.3,0,7.9,39.8,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
6441,23,0,5.02,71.4,1,6.6,71.2,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True
6442,19,0,2.18,68.7,1,4.7,53.5,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,True
6443,21,2,5.31,91.1,1,4.1,62.4,False,False,False,False,False,True,False,True,True,False,False,False,True,False,False,True
6444,23,2,5.9,51.8,1,7.7,50.3,False,False,False,False,False,True,False,True,False,False,True,False,False,True,True,False
6445,17,0,3.22,84.8,1,7.6,50.6,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True
6446,23,0,4.29,94.6,1,8.6,76.1,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True
6447,19,1,1.06,42.2,1,4.7,21.4,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True
6448,22,1,6.02,85.1,1,4.4,79.1,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False
6449,18,2,3.35,56.5,1,9.0,66.0,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False
6450,18,0,6.68,66.9,0,4.7,70.6,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True
6451,23,1,4.21,43.7,1,4.7,51.8,False,True,False,False,False,False,True,False,True,False,False,False,False,True,True,False
6452,23,0,5.57,57.7,0,9.6,70.4,True,False,False,False,False,False,True,False,True,False,False,False,False,True,True,False
6453,24,2,2.87,46.7,0,4.7,35.8,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False
6454,22,0,2.97,54.0,1,6.8,44.1,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
6455,20,2,3.49,42.0,0,9.3,55.4,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False
6456,18,0,5.09,96.3,1,5.6,59.6,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,True
6457,19,1,4.05,93.7,1,6.7,68.2,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True
6458,22,1,6.43,79.1,1,9.9,91.8,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,True
6459,19,1,0.44,59.5,0,5.8,41.1,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False
6460,20,2,7.2,96.6,1,8.6,93.9,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
6461,18,2,7.41,98.3,0,7.8,94.4,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False
6462,20,0,1.95,87.7,1,8.3,62.1,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
6463,18,2,0.81,80.9,1,6.2,62.6,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True
6464,17,0,4.57,59.7,1,8.3,69.4,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True
6465,18,2,0.51,93.0,1,7.5,37.4,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,True
6466,21,2,1.84,70.0,1,9.2,49.3,False,False,False,False,False,True,True,False,True,False,False,False,True,False,False,True
6467,19,0,4.06,77.9,1,5.7,72.4,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
6468,17,0,4.91,50.4,0,4.5,68.9,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True
6469,21,1,1.55,41.3,1,6.0,19.599,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False
6470,18,2,7.46,99.3,1,8.5,96.6,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False
6471,17,2,1.45,77.3,1,7.1,47.3,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
6472,18,1,1.23,81.1,1,7.2,61.8,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False
6473,20,2,1.3,43.0,1,4.9,33.8,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False
6474,24,1,7.44,65.3,1,4.9,95.9,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False
6475,18,0,7.03,57.1,1,4.9,77.6,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False
6476,19,2,0.26,90.1,1,6.7,50.3,False,False,False,False,True,False,False,True,False,False,True,False,True,False,True,False
6477,18,1,5.81,69.1,1,7.2,84.5,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False
6478,19,1,0.59,63.1,1,9.7,37.1,False,False,False,False,False,True,True,False,False,False,True,False,True,False,False,False
6479,22,0,0.6,48.9,0,5.9,34.2,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True
6480,19,1,0.61,63.0,1,4.6,36.8,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False
6481,22,0,6.64,61.7,0,6.8,76.3,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
6482,24,1,3.42,87.2,1,7.2,72.5,False,False,False,False,False,True,False,True,True,False,False,False,False,True,False,True
6483,24,1,4.46,90.9,1,7.6,56.3,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,True
6484,21,1,0.25,62.8,1,9.3,42.7,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True
6485,22,2,7.21,64.6,1,6.6,96.2,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
6486,24,2,7.86,98.5,1,4.3,85.5,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True
6487,23,1,1.88,62.7,1,9.4,71.6,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
6488,19,1,5.25,77.7,1,6.4,48.0,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,True
6489,18,2,5.43,48.1,1,4.1,47.1,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False
6490,17,1,7.73,65.7,1,5.7,66.1,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False
6491,24,0,3.87,54.5,1,6.7,42.4,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True
6492,21,2,1.9,54.6,1,9.6,59.3,False,False,False,False,False,True,True,False,False,False,True,False,False,True,False,True
6493,19,1,2.88,54.0,1,4.3,55.6,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True
6494,19,2,5.12,68.5,1,9.2,79.6,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
6495,19,1,3.78,57.6,0,4.5,55.2,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,True
6496,23,1,0.64,89.0,0,7.9,48.8,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True
6497,21,0,6.46,66.9,1,4.9,55.9,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False
6498,24,2,6.91,43.3,1,6.0,61.2,False,False,False,False,False,False,True,False,False,False,False,True,True,False,True,False
6499,19,0,3.83,66.3,1,9.2,56.9,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False
6500,20,1,4.19,46.0,1,7.6,55.4,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False
6501,17,1,3.93,48.8,1,9.0,63.1,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
6502,24,2,4.24,48.1,1,5.5,35.4,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False
6503,21,0,0.82,87.6,0,6.9,85.0,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,True
6504,21,1,3.47,65.8,0,5.2,49.1,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False
6505,20,0,3.58,40.6,1,9.1,74.4,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True
6506,19,0,7.91,70.7,1,7.3,93.5,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False
6507,24,1,0.39,52.1,0,7.2,33.5,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True
6508,20,1,2.5,83.0,1,5.7,52.1,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False
6509,22,2,3.97,96.5,1,4.6,68.8,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False
6510,17,2,6.78,50.2,1,7.2,92.4,False,True,False,False,False,False,False,True,True,False,False,False,False,True,True,False
6511,19,1,3.69,56.6,1,4.9,53.3,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,True
6512,23,1,2.33,82.7,1,4.4,52.7,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True
6513,17,0,4.28,77.9,1,8.3,59.9,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True
6514,17,0,2.38,89.7,1,8.3,66.3,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True
6515,23,0,4.39,79.0,0,4.2,60.9,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
6516,19,2,5.52,51.5,1,8.9,70.2,False,False,False,False,False,True,True,False,False,False,True,False,True,False,False,False
6517,19,1,4.25,90.1,1,9.5,71.2,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False
6518,21,1,4.88,49.6,1,9.2,70.7,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True
6519,18,2,0.31,45.0,1,5.3,19.599,False,False,False,True,False,False,False,True,True,False,False,False,False,True,False,True
6520,17,2,5.27,96.4,0,8.6,94.6,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True
6521,17,1,7.76,75.0,1,8.1,84.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
6522,17,0,3.93,59.9,1,8.0,78.0,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False
6523,18,0,6.42,55.4,1,4.5,66.5,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,True
6524,22,1,4.39,45.1,0,6.6,45.3,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
6525,19,2,5.63,73.6,0,4.1,87.5,False,True,False,False,False,False,True,False,True,False,False,False,False,True,True,False
6526,17,1,2.48,92.2,1,9.9,59.2,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
6527,17,0,7.73,80.8,1,5.4,100.0,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
6528,20,0,1.72,85.7,0,9.8,41.5,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,True
6529,23,2,1.27,75.9,1,8.6,33.0,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True
6530,19,1,0.36,40.6,1,5.3,25.1,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True
6531,17,1,4.33,66.7,1,6.6,65.8,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True
6532,18,0,4.95,42.1,1,7.6,47.5,False,True,False,False,False,False,True,False,True,False,False,False,False,True,True,False
6533,20,2,5.2,44.9,1,4.3,50.2,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False
6534,18,0,1.38,50.5,1,7.3,37.3,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True
6535,24,2,5.21,93.4,1,6.1,61.4,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True
6536,23,0,1.32,52.9,1,4.5,27.8,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True
6537,19,1,6.04,67.1,1,8.2,77.0,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False
6538,24,0,2.2,92.6,0,7.4,79.7,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False
6539,19,2,3.38,80.7,1,8.9,55.5,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,True
6540,18,2,2.94,48.0,1,9.4,56.5,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True
6541,24,2,2.94,67.7,1,5.2,57.3,False,False,False,False,False,True,True,False,False,True,False,False,False,True,False,True
6542,24,1,5.77,86.3,1,7.9,87.6,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True
6543,19,0,7.91,66.6,1,5.9,94.4,False,False,False,False,True,False,False,False,False,False,True,False,False,True,True,False
6544,21,0,4.22,53.0,1,7.4,55.1,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True
6545,18,0,3.21,78.6,1,4.9,64.1,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True
6546,22,2,2.35,64.5,1,5.5,19.599,False,False,False,False,True,False,False,True,False,False,True,False,True,False,True,False
6547,22,2,5.0,70.8,1,8.9,64.1,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,True
6548,22,1,3.61,47.5,1,5.3,32.2,False,False,False,False,True,False,False,True,False,True,False,False,False,True,True,False
6549,21,1,6.18,94.3,1,6.3,86.2,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False
6550,22,0,4.85,95.3,1,9.1,83.4,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True
6551,21,2,3.3,58.2,1,5.6,69.2,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
6552,23,2,7.62,57.6,1,7.2,69.3,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
6553,18,0,0.09,50.2,1,5.1,24.1,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False
6554,20,0,5.52,75.1,1,5.2,71.3,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,True
6555,20,2,3.29,51.9,1,5.4,44.5,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False
6556,21,2,0.97,76.9,1,5.7,43.5,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
6557,18,1,0.74,96.7,1,4.7,47.8,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,True
6558,19,1,5.19,50.9,1,7.5,67.9,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False
6559,24,0,1.18,53.6,1,6.6,30.1,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True
6560,17,0,6.85,45.5,1,4.1,58.4,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True
6561,22,1,2.49,58.9,1,4.2,52.7,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
6562,22,1,2.75,92.9,1,8.5,49.8,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False
6563,20,1,5.28,41.0,0,9.0,81.3,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
6564,17,1,1.76,78.2,1,9.9,58.1,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True
6565,17,0,0.08,63.0,1,4.3,28.5,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True
6566,19,2,3.57,59.1,1,7.0,66.7,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True
6567,17,1,4.22,50.3,1,4.5,47.5,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True
6568,17,1,3.57,90.0,1,7.4,44.9,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True
6569,18,1,3.66,89.4,1,7.8,61.9,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
6570,18,2,5.33,42.5,1,7.2,56.9,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True
6571,23,0,6.77,74.6,1,5.4,85.0,True,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False
6572,22,0,2.92,64.9,0,6.7,57.1,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
6573,17,1,6.32,40.6,1,6.8,53.1,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True
6574,22,2,0.5,58.3,1,9.5,35.0,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True
6575,18,1,3.84,51.3,1,5.5,49.8,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True
6576,20,2,3.01,85.8,1,7.0,52.0,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True
6577,17,2,3.73,66.8,1,9.3,51.8,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False
6578,17,0,0.73,87.9,1,6.3,47.2,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False
6579,18,2,1.11,98.1,1,6.5,34.9,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False
6580,20,2,2.35,64.1,1,5.4,42.0,False,True,False,False,False,False,True,False,False,False,False,True,True,False,True,False
6581,20,0,2.19,73.3,1,7.8,62.6,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True
6582,19,2,3.08,98.4,1,6.4,65.9,False,False,False,False,False,False,False,True,True,False,False,False,False,True,True,False
6583,21,0,3.66,50.0,0,8.7,76.1,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True
6584,22,0,1.77,43.3,1,7.7,53.1,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
6585,22,0,4.95,68.2,1,7.5,64.9,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True
6586,21,0,3.01,69.3,0,8.2,56.8,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False
6587,21,1,0.48,95.7,0,4.3,37.9,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True
6588,20,1,1.95,67.3,1,5.4,38.7,False,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False
6589,18,1,4.48,66.6,1,6.2,74.1,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
6590,20,1,4.86,69.9,1,8.8,76.6,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False
6591,17,2,6.4,66.7,0,4.4,64.3,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True
6592,24,1,1.96,93.9,1,5.9,72.6,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,True
6593,19,2,4.5,77.1,1,8.2,64.7,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True
6594,23,0,3.81,87.8,1,7.7,69.0,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False
6595,24,0,6.79,49.3,0,8.8,68.5,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,True
6596,20,1,5.84,92.6,0,6.5,58.8,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True
6597,23,2,1.06,98.2,1,5.5,48.3,False,True,False,False,False,False,True,False,True,False,False,False,False,True,True,False
6598,20,0,7.67,97.4,1,6.8,100.0,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True
6599,18,0,2.84,99.0,1,6.1,77.5,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
6600,17,0,7.64,81.8,0,6.1,95.7,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False
6601,18,2,2.28,80.3,1,7.2,65.8,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True
6602,24,0,3.75,44.0,1,6.1,49.6,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
6603,20,0,4.4,57.0,1,4.8,69.5,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True
6604,19,2,0.51,87.2,1,4.2,46.4,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True
6605,20,2,5.73,61.7,1,7.2,92.2,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
6606,19,2,0.84,77.2,1,5.7,44.6,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False
6607,23,1,1.31,75.2,1,8.6,37.9,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False
6608,24,2,2.32,74.8,1,7.7,67.2,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False
6609,17,1,7.69,62.2,1,8.8,84.1,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,True
6610,22,0,7.78,93.1,1,5.9,100.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
6611,19,0,3.91,54.9,0,7.6,38.7,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False
6612,17,1,4.27,86.2,1,9.8,59.6,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False
6613,24,1,1.69,41.5,1,5.4,36.2,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True
6614,17,2,3.34,90.3,1,9.7,59.9,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True
6615,18,2,7.88,85.5,1,5.1,71.4,True,False,False,False,False,False,False,True,True,False,False,False,False,True,True,False
